,EXG Channel 0
2821,332.70150005817413
2822,347.9004534780979
2823,402.2337200343609
2824,350.0546358525753
2825,323.72574016451836
2826,388.82991859316826
2827,382.60672506690025
2828,299.0723196566105
2829,350.1743126511574
2830,423.29683658480644
2831,340.36081516742706
2832,315.34836426377296
2833,401.1566288471222
2834,364.0568212866783
2835,307.9284027516842
2836,385.359291434288
2837,393.3776369392872
2838,313.91224268078804
2839,350.41366624832153
2840,389.0692721903324
2841,321.69123458862305
2842,328.39313530921936
2843,445.07801392674446
2844,359.5091029405594
2845,288.0620541870594
2846,374.1096723675728
2847,370.2800148129463
2848,287.70302379131317
2849,352.687525421381
2850,419.3475022315979
2851,343.9511191248894
2852,346.8233622908592
2853,408.3372367620468
2854,354.00397020578384
2855,318.45996102690697
2856,407.4994991719723
2857,386.5560594201088
2858,319.17802181839943
2859,377.46062272787094
2860,384.0428466498852
2861,327.794751316309
2862,297.15749087929726
2863,417.3129966557026
2864,385.5986450314522
2865,306.7316347658634
2866,396.3695569038391
2867,395.7711729109287
2868,297.9952284693718
2869,361.30425491929054
2870,429.6397069096565
2871,348.6185142695904
2872,308.16775634884834
2873,413.7226926982403
2874,373.87031877040863
2875,292.3704189360142
2876,378.2983603179455
2877,411.9275407195091
2878,317.98125383257866
2879,337.6082488000393
2880,423.5361901819706
2881,367.40777164697647
2882,333.2998840510845
2883,397.9253552854061
2884,362.74037650227547
2885,301.34617882966995
2886,387.75282740592957
2887,401.39598244428635
2888,329.58990329504013
2889,371.23742920160294
2890,397.20729449391365
2891,340.83952236175537
2892,320.2551130056381
2893,413.6030158996582
2894,356.51718297600746
2895,315.94674825668335
2896,398.16470888257027
2897,402.35339683294296
2898,328.6324889063835
2899,350.89237344264984
2900,414.32107669115067
2901,366.689710855484
2902,316.7844858467579
2903,408.9356207549572
2904,349.81528225541115
2905,309.3645243346691
2906,364.7748820781708
2907,386.0773522257805
2908,300.5084412395954
2909,368.8438932299614
2910,398.88276967406273
2911,308.4071099460125
2912,355.08106139302254
2913,432.7513036727905
2914,379.97383549809456
2915,331.2653784751892
2916,371.8358131945133
2917,395.2924657166004
2918,295.4820156991482
2919,332.9408536553383
2920,320.9731737971306
2921,333.7785912454128
2922,422.69845259189606
2923,345.3872407078743
2924,340.241138368845
2925,422.21974539756775
2926,336.0524504184723
2927,325.9995993375778
2928,415.7571982741356
2929,378.1786835193634
2930,312.4761210978031
2931,353.0465558171272
2932,434.5464556515217
2933,365.2535892724991
2934,358.3123349547386
2935,355.08106139302254
2936,413.6030158996582
2937,410.13238874077797
2938,304.2184219956398
2939,385.9576754271984
2940,396.3695569038391
2941,351.6104342341423
2942,329.1111961007118
2943,422.1000685989857
2944,309.60387793183327
2945,300.74779483675957
2946,416.7146126627922
2947,426.28875654935837
2948,306.2529275715351
2949,359.8681333363056
2950,381.64931067824364
2951,353.40558621287346
2952,321.21252739429474
2953,441.7270635664463
2954,385.5986450314522
2955,306.8513115644455
2956,410.25206553936005
2957,370.5193684101105
2958,348.25948387384415
2959,406.9011151790619
2960,434.66613245010376
2961,351.4907574355602
2962,365.97165006399155
2963,440.2909419834614
2964,324.32412415742874
2965,292.8491261303425
2966,394.69408172369003
2967,415.7571982741356
2968,327.91442811489105
2969,357.11556696891785
2970,433.8283948600292
2971,341.1985527575016
2972,295.4820156991482
2973,442.56480115652084
2974,402.7124272286892
2975,334.25729843974113
2976,384.76090744137764
2977,426.28875654935837
2978,313.79256588220596
2979,354.1236470043659
2980,446.3944587111473
2981,365.49294286966324
2982,358.67136535048485
2983,425.2116653621197
2984,381.64931067824364
2985,322.0502649843693
2986,383.803493052721
2987,417.43267345428467
2988,328.2734585106373
2989,347.78077667951584
2990,451.7799146473408
2991,351.6104342341423
2992,349.0972214639187
2993,436.70063802599907
2994,377.34094592928886
2995,343.7117655277252
2996,380.45254269242287
2997,340.95919916033745
2998,386.6757362186909
2999,446.27478191256523
3000,348.13980707526207
3001,313.6728890836239
3002,452.85700583457947
3003,402.95178082585335
3004,329.47022649645805
3005,396.0105265080929
3006,385.5986450314522
3007,314.98933386802673
3008,443.8812459409237
3009,417.07364305853844
3010,321.21252739429474
3011,437.1793452203274
3012,394.69408172369003
3013,336.29180401563644
3014,362.38134610652924
3015,450.58314666152
3016,379.7344819009304
3017,368.7242164313793
3018,422.4590989947319
3019,406.3027311861515
3020,333.8982680439949
3021,393.61699053645134
3022,417.7917038500309
3023,364.89455887675285
3024,390.1463633775711
3025,430.9561516940594
3026,353.6449398100376
3027,336.4114808142185
3028,478.8268711268902
3029,385.359291434288
3030,304.6971291899681
3031,378.1786835193634
3032,426.28875654935837
3033,348.13980707526207
3034,372.4341971874237
3035,446.15510511398315
3036,391.8218385577202
3037,336.89018800854683
3038,439.5728811919689
3039,379.01642110943794
3040,333.7785912454128
3041,402.1140432357788
3042,430.7167980968952
3043,340.241138368845
3044,372.0751667916775
3045,413.36366230249405
3046,357.354920566082
3047,386.19702902436256
3048,412.5259247124195
3049,399.24180006980896
3050,353.40558621287346
3051,391.58248496055603
3052,397.4466480910778
3053,369.801307618618
3054,388.2315346002579
3055,431.913566082716
3056,364.6552052795887
3057,350.77269664406776
3058,427.6052013337612
3059,365.2535892724991
3060,344.66917991638184
3061,448.78799468278885
3062,411.5685103237629
3063,300.1494108438492
3064,396.4892337024212
3065,444.2402763366699
3066,351.131727039814
3067,287.70302379131317
3068,421.5016846060753
3069,412.40624791383743
3070,340.00178477168083
3071,403.43048802018166
3072,429.1609997153282
3073,371.357106000185
3074,389.30862578749657
3075,433.23001086711884
3076,361.4239317178726
3077,329.2308728992939
3078,395.2924657166004
3079,340.95919916033745
3080,346.22497829794884
3081,407.73885276913643
3082,385.5986450314522
3083,326.7176601290703
3084,397.4466480910778
3085,362.74037650227547
3086,286.9849629998207
3087,336.17212721705437
3088,422.3394221961498
3089,354.3630006015301
3090,306.49228116869926
3091,387.39379701018333
3092,444.359953135252
3093,377.580299526453
3094,347.66109988093376
3095,376.024501144886
3096,331.02602487802505
3097,363.57811409235
3098,344.7888567149639
3099,391.46280816197395
3100,338.32630959153175
3101,394.09569773077965
3102,365.133912473917
3103,353.52526301145554
3104,384.64123064279556
3105,407.14046877622604
3106,339.40340077877045
3107,325.0421849489212
3108,400.0795376598835
3109,370.7587220072746
3110,338.92469358444214
3111,388.5905649960041
3112,402.7124272286892
3113,330.3079640865326
3114,362.74037650227547
3115,420.18523982167244
3116,372.79322758316994
3117,336.29180401563644
3118,410.9701263308525
3119,359.3894261419773
3120,334.3769752383232
3121,401.0369520485401
3122,415.39816787838936
3123,333.8982680439949
3124,304.0987451970577
3125,390.02668657898903
3126,394.09569773077965
3127,308.5267867445946
3128,340.1214615702629
3129,406.66176158189774
3130,357.59427416324615
3131,299.4313500523567
3132,405.46499359607697
3133,350.89237344264984
3134,353.7646166086197
3135,361.5436085164547
3136,351.96946462988853
3137,327.0766905248165
3138,351.84978783130646
3139,384.4018770456314
3140,362.6206997036934
3141,319.65672901272774
3142,403.0714576244354
3143,355.9187989830971
3144,292.96880292892456
3145,431.1955052912235
3146,419.46717903018
3147,309.8432315289974
3148,323.4863865673542
3149,419.2278254330158
3150,358.7910421490669
3151,311.3990299105644
3152,411.0898031294346
3153,382.60672506690025
3154,281.9585374593735
3155,357.59427416324615
3156,421.9803918004036
3157,308.64646354317665
3158,305.41518998146057
3159,356.3975061774254
3160,437.29902201890945
3161,324.32412415742874
3162,370.04066121578217
3163,405.46499359607697
3164,356.8762133717537
3165,314.86965706944466
3166,391.46280816197395
3167,373.3916115760803
3168,302.1839164197445
3169,371.11775240302086
3170,372.4341971874237
3171,351.7301110327244
3172,373.15225797891617
3173,417.1933198571205
3174,342.7543511390686
3175,313.6728890836239
3176,406.66176158189774
3177,358.07298135757446
3178,301.7052092254162
3179,406.4224079847336
3180,432.2725964784622
3181,326.4783065319061
3182,335.9327736198902
3183,464.7050088942051
3184,456.56698659062386
3185,292.96880292892456
3186,380.45254269242287
3187,391.7021617591381
3188,316.7844858467579
3189,335.81309682130814
3190,414.0817230939865
3191,358.55168855190277
3192,311.0399995148182
3193,410.85044953227043
3194,340.36081516742706
3195,349.575928658247
3196,312.23676750063896
3197,357.9533045589924
3198,401.99436643719673
3199,343.47241193056107
3200,324.20444735884666
3201,420.66394701600075
3202,371.59645959734917
3203,294.16557091474533
3204,385.23961463570595
3205,385.0002610385418
3206,290.93429735302925
3207,363.93714448809624
3208,394.4547281265259
3209,357.2352437674999
3210,356.63685977458954
3211,418.7491182386875
3212,348.02013027668
3213,316.1861018538475
3214,376.26385474205017
3215,387.39379701018333
3216,308.5267867445946
3217,344.908533513546
3218,415.1588142812252
3219,325.76024574041367
3220,341.3182295560837
3221,392.6595761477947
3222,379.2557747066021
3223,309.4842011332512
3224,394.3350513279438
3225,393.8563441336155
3226,324.683154553175
3227,350.77269664406776
3228,401.0369520485401
3229,331.8637624680996
3230,296.67878368496895
3231,374.34902596473694
3232,381.4099570810795
3233,355.3204149901867
3234,379.6148051023483
3235,387.0347666144371
3236,287.82270058989525
3237,340.48049196600914
3238,428.0839085280895
3239,345.62659430503845
3240,305.8938971757889
3241,379.01642110943794
3242,379.01642110943794
3243,294.52460131049156
3244,361.30425491929054
3245,396.9679408967495
3246,380.8115730881691
3247,362.26166930794716
3248,414.6801070868969
3249,354.243323802948
3250,334.3769752383232
3251,415.6375214755535
3252,404.98628640174866
3253,355.08106139302254
3254,375.5457939505577
3255,376.5032083392143
3256,323.72574016451836
3257,371.71613639593124
3258,400.5582448542118
3259,345.8659479022026
3260,355.08106139302254
3261,399.24180006980896
3262,355.6794453859329
3263,327.5553977191448
3264,396.13020330667496
3265,405.2256399989128
3266,316.42545545101166
3267,349.4562518596649
3268,369.2029236257076
3269,366.92906445264816
3270,331.2653784751892
3271,383.3247858583927
3272,373.15225797891617
3273,339.6427543759346
3274,366.3306804597378
3275,400.31889125704765
3276,280.8814462721348
3277,361.4239317178726
3278,419.70653262734413
3279,381.4099570810795
3280,310.9203227162361
3281,389.0692721903324
3282,399.4811536669731
3283,294.16557091474533
3284,371.71613639593124
3285,402.35339683294296
3286,328.99151930212975
3287,375.5457939505577
3288,353.52526301145554
3289,341.91661354899406
3290,332.8211768567562
3291,420.4245934188366
3292,374.1096723675728
3293,316.90416264533997
3294,418.2704110443592
3295,356.99589017033577
3296,285.66851821541786
3297,346.464331895113
3298,397.0876176953316
3299,339.5230775773525
3300,285.907871812582
3301,413.1243087053299
3302,365.97165006399155
3303,323.84541696310043
3304,358.7910421490669
3305,380.2131890952587
3306,330.06861048936844
3307,351.131727039814
3308,367.04874125123024
3309,327.43572092056274
3310,316.54513224959373
3311,436.82031482458115
3312,418.3900878429413
3313,324.4438009560108
3314,363.45843729376793
3315,410.6110959351063
3316,315.46804106235504
3317,317.2631930410862
3318,438.4957900047302
3319,314.27127307653427
3320,331.50473207235336
3321,399.1221232712269
3322,358.67136535048485
3323,309.12517073750496
3324,385.11993783712387
3325,381.17060348391533
3326,352.0891414284706
3327,342.3953207433224
3328,389.42830258607864
3329,337.6082488000393
3330,366.3306804597378
3331,369.68163082003593
3332,385.0002610385418
3333,323.3667097687721
3334,344.54950311779976
3335,359.9878101348877
3336,334.3769752383232
3337,379.7344819009304
3338,414.0817230939865
3339,369.68163082003593
3340,306.49228116869926
3341,376.5032083392143
3342,378.6573907136917
3343,317.2631930410862
3344,409.5340047478676
3345,381.7689874768257
3346,314.7499802708626
3347,311.6383835077286
3348,444.9583371281624
3349,386.4363826215267
3350,366.92906445264816
3351,373.6309651732445
3352,354.48267740011215
3353,357.9533045589924
3354,403.55016481876373
3355,401.39598244428635
3356,347.4217462837696
3357,351.6104342341423
3358,382.12801787257195
3359,381.8886642754078
3360,355.55976858735085
3361,380.2131890952587
3362,353.6449398100376
3363,346.9430390894413
3364,402.5927504301071
3365,412.28657111525536
3366,325.28153854608536
3367,348.73819106817245
3368,427.00681734085083
3369,384.4018770456314
3370,311.3990299105644
3371,412.0472175180912
3372,396.72858729958534
3373,297.75587487220764
3374,385.83799862861633
3375,402.1140432357788
3376,364.41585168242455
3377,407.02079197764397
3378,330.3079640865326
3379,372.79322758316994
3380,410.73077273368835
3381,397.80567848682404
3382,304.6971291899681
3383,396.9679408967495
3384,418.62944144010544
3385,317.8615770339966
3386,355.55976858735085
3387,433.23001086711884
3388,410.3717423379421
3389,347.9004534780979
3390,368.12583243846893
3391,358.19265815615654
3392,355.2007381916046
3393,388.470888197422
3394,412.88495510816574
3395,350.77269664406776
3396,381.8886642754078
3397,413.0046319067478
3398,337.6082488000393
3399,364.89455887675285
3400,391.94151535630226
3401,384.4018770456314
3402,361.9026389122009
3403,366.8093876540661
3404,423.77554377913475
3405,344.908533513546
3406,388.94959539175034
3407,420.3049166202545
3408,340.6001687645912
3409,327.31604412198067
3410,393.3776369392872
3411,335.9327736198902
3412,346.70368549227715
3413,436.70063802599907
3414,380.3328658938408
3415,315.8270714581013
3416,337.0098648071289
3417,444.2402763366699
3418,335.9327736198902
3419,326.83733692765236
3420,401.6353360414505
3421,381.4099570810795
3422,286.3865790069103
3423,340.95919916033745
3424,387.27412021160126
3425,346.3446550965309
3426,373.3916115760803
3427,419.9458862245083
3428,331.2653784751892
3429,312.1170907020569
3430,395.2924657166004
3431,374.22934916615486
3432,289.97688296437263
3433,422.69845259189606
3434,431.7938892841339
3435,322.76832577586174
3436,355.799122184515
3437,407.2601455748081
3438,342.51499754190445
3439,322.5289721786976
3440,424.4936045706272
3441,370.9980756044388
3442,317.3828698396683
3443,372.4341971874237
3444,393.13828334212303
3445,307.56937235593796
3446,361.30425491929054
3447,425.2116653621197
3448,333.65891444683075
3449,331.3850552737713
3450,395.4121425151825
3451,370.5193684101105
3452,318.3402842283249
3453,388.82991859316826
3454,397.68600168824196
3455,367.7668020427227
3456,330.1882872879505
3457,379.49512830376625
3458,364.0568212866783
3459,342.6346743404865
3460,391.3431313633919
3461,379.6148051023483
3462,330.6669944822788
3463,364.6552052795887
3464,342.8740279376507
3465,366.45035725831985
3466,368.9635700285435
3467,416.2359054684639
3468,352.92687901854515
3469,298.4739356637001
3470,405.7043471932411
3471,392.3005457520485
3472,354.96138459444046
3473,381.7689874768257
3474,394.3350513279438
3475,356.2778293788433
3476,307.56937235593796
3477,378.89674431085587
3478,379.6148051023483
3479,348.4988374710083
3480,402.7124272286892
3481,372.912904381752
3482,321.09285059571266
3483,386.4363826215267
3484,387.27412021160126
3485,298.1149052679539
3486,345.02821031212807
3487,407.14046877622604
3488,334.9753592312336
3489,323.0076793730259
3490,365.85197326540947
3491,367.2880948483944
3492,311.6383835077286
3493,352.8072022199631
3494,328.03410491347313
3495,308.16775634884834
3496,354.243323802948
3497,402.35339683294296
3498,344.66917991638184
3499,315.2286874651909
3500,291.7720349431038
3501,410.3717423379421
3502,352.92687901854515
3503,311.3990299105644
3504,371.357106000185
3505,405.46499359607697
3506,294.4049245119095
3507,338.44598639011383
3508,369.4422772228718
3509,318.9386682212353
3510,351.96946462988853
3511,420.18523982167244
3512,343.11338153481483
3513,302.30359321832657
3514,400.91727524995804
3515,366.57003405690193
3516,314.86965706944466
3517,358.3123349547386
3518,377.580299526453
3519,275.017283141613
3520,402.35339683294296
3521,360.9452245235443
3522,313.6728890836239
3523,373.5112883746624
3524,385.9576754271984
3525,348.13980707526207
3526,359.62877973914146
3527,395.8908497095108
3528,313.1941818892956
3529,361.30425491929054
3530,404.3879024088383
3531,363.93714448809624
3532,289.37849897146225
3533,367.2880948483944
3534,399.24180006980896
3535,324.9225081503391
3536,337.129541605711
3537,413.7226926982403
3538,316.3057786524296
3539,327.31604412198067
3540,396.24988010525703
3541,365.49294286966324
3542,309.72355473041534
3543,353.88429340720177
3544,382.60672506690025
3545,300.1494108438492
3546,394.9334353208542
3547,396.8482640981674
3548,340.95919916033745
3549,336.77051120996475
3550,371.9554899930954
3551,370.04066121578217
3552,347.18239268660545
3553,380.45254269242287
3554,378.53771391510963
3555,323.84541696310043
3556,359.74845653772354
3557,417.7917038500309
3558,354.7220309972763
3559,341.3182295560837
3560,413.0046319067478
3561,345.62659430503845
3562,325.6405689418316
3563,375.90482434630394
3564,397.20729449391365
3565,311.15967631340027
3566,352.5678486227989
3567,389.1889489889145
3568,362.38134610652924
3569,319.05834501981735
3570,365.85197326540947
3571,367.2880948483944
3572,352.687525421381
3573,362.6206997036934
3574,366.57003405690193
3575,333.8982680439949
3576,346.70368549227715
3577,374.82773315906525
3578,373.0325811803341
3579,340.1214615702629
3580,381.4099570810795
3581,339.28372398018837
3582,272.9827775657177
3583,410.4914191365242
3584,374.468702763319
3585,342.99370473623276
3586,381.64931067824364
3587,396.0105265080929
3588,339.28372398018837
3589,328.99151930212975
3590,380.691896289587
3591,312.71547469496727
3592,336.0524504184723
3593,382.12801787257195
3594,365.49294286966324
3595,335.573743224144
3596,403.55016481876373
3597,340.7198455631733
3598,347.9004534780979
3599,338.685339987278
3600,380.9312498867512
3601,314.27127307653427
3602,289.019468575716
3603,446.0354283154011
3604,399.9598608613014
3605,339.0443703830242
3606,373.6309651732445
3607,392.1808689534664
3608,316.42545545101166
3609,402.5927504301071
3610,381.4099570810795
3611,290.45559015870094
3612,322.16994178295135
3613,367.2880948483944
3614,323.84541696310043
3615,244.97840669751167
3616,367.7668020427227
3617,382.4870482683182
3618,416.7146126627922
3619,434.78580924868584
3620,328.39313530921936
3621,337.0098648071289
3622,246.77355867624283
3623,330.906348079443
3624,375.42611715197563
3625,286.3865790069103
3626,350.77269664406776
3627,289.97688296437263
3628,291.41300454735756
3629,348.6185142695904
3630,391.8218385577202
3631,300.0297340452671
3632,346.58400869369507
3633,365.133912473917
3634,277.1714655160904
3635,322.16994178295135
3636,274.17954555153847
3637,372.79322758316994
3638,290.6949437558651
3639,332.8211768567562
3640,294.8836317062378
3641,333.18020725250244
3642,296.798460483551
3643,329.2308728992939
3644,441.3680331707001
3645,312.23676750063896
3646,239.5929507613182
3647,337.4885720014572
3648,272.74342396855354
3649,283.8733662366867
3650,245.3374370932579
3651,463.86727130413055
3652,323.4863865673542
3653,212.78534787893295
3654,340.83952236175537
3655,382.9657554626465
3656,286.26690220832825
3657,379.13609790802
3658,338.92469358444214
3659,297.75587487220764
3660,282.4372446537018
3661,325.40121534466743
3662,292.3704189360142
3663,288.30140778422356
3664,371.59645959734917
3665,391.94151535630226
3666,309.0054939389229
3667,333.2998840510845
3668,370.5193684101105
3669,320.8534969985485
3670,277.7698495090008
3671,332.10311606526375
3672,351.6104342341423
3673,338.2066327929497
3674,307.9284027516842
3675,281.240476667881
3676,407.02079197764397
3677,385.5986450314522
3678,273.1024543642998
3679,354.60235419869423
3680,314.98933386802673
3681,331.50473207235336
3682,344.908533513546
3683,352.32849502563477
3684,352.5678486227989
3685,369.56195402145386
3686,370.16033801436424
3687,312.23676750063896
3688,297.8755516707897
3689,406.7814383804798
3690,374.82773315906525
3691,308.5267867445946
3692,445.67639791965485
3693,308.4071099460125
3694,347.5414230823517
3695,332.9408536553383
3696,348.6185142695904
3697,365.85197326540947
3698,307.3300187587738
3699,473.920122385025
3700,269.8711808025837
3701,360.22716373205185
3702,367.7668020427227
3703,377.93932992219925
3704,305.05615958571434
3705,330.7866712808609
3706,424.85263496637344
3707,351.0120502412319
3708,312.23676750063896
3709,452.01926824450493
3710,362.26166930794716
3711,294.8836317062378
3712,325.76024574041367
3713,391.58248496055603
3714,285.0701342225075
3715,452.49797543883324
3716,443.64189234375954
3717,277.7698495090008
3718,310.4416155219078
3719,438.6154668033123
3720,360.3468405306339
3721,329.1111961007118
3722,303.6200380027294
3723,523.4663169980049
3724,317.7419002354145
3725,203.80958798527718
3726,429.7593837082386
3727,389.5479793846607
3728,380.09351229667664
3729,368.60453963279724
3730,393.7366673350334
3731,347.0627158880234
3732,294.8836317062378
3733,383.9231698513031
3734,390.1463633775711
3735,296.67878368496895
3736,379.7344819009304
3737,385.9576754271984
3738,362.26166930794716
3739,364.89455887675285
3740,277.6501727104187
3741,354.3630006015301
3742,416.8342894613743
3743,358.07298135757446
3744,308.64646354317665
3745,371.8358131945133
3746,391.94151535630226
3747,325.9995993375778
3748,335.81309682130814
3749,394.3350513279438
3750,401.87468963861465
3751,344.4298263192177
3752,379.2557747066021
3753,386.0773522257805
3754,343.7117655277252
3755,364.5355284810066
3756,460.3966441452503
3757,343.47241193056107
3758,318.3402842283249
3759,438.85482040047646
3760,305.41518998146057
3761,334.4966520369053
3762,373.6309651732445
3763,445.3173675239086
3764,312.4761210978031
3765,415.39816787838936
3766,414.5604302883148
3767,258.62156173586845
3768,390.38571697473526
3769,393.97602093219757
3770,339.88210797309875
3771,336.89018800854683
3772,415.6375214755535
3773,388.5905649960041
3774,413.36366230249405
3775,338.685339987278
3776,411.5685103237629
3777,395.2924657166004
3778,356.3975061774254
3779,381.8886642754078
3780,407.14046877622604
3781,317.7419002354145
3782,435.14483964443207
3783,446.3944587111473
3784,335.69342002272606
3785,357.4745973646641
3786,398.16470888257027
3787,348.13980707526207
3788,360.70587092638016
3789,434.66613245010376
3790,361.5436085164547
3791,348.25948387384415
3792,428.0839085280895
3793,437.1793452203274
3794,342.2756439447403
3795,361.4239317178726
3796,367.04874125123024
3797,348.4988374710083
3798,368.60453963279724
3799,449.1470250785351
3800,397.3269712924957
3801,368.245509237051
3802,402.2337200343609
3803,420.3049166202545
3804,346.58400869369507
3805,401.87468963861465
3806,456.9260169863701
3807,341.43790635466576
3808,411.20947992801666
3809,420.3049166202545
3810,386.0773522257805
3811,311.6383835077286
3812,425.33134216070175
3813,459.4392297565937
3814,385.0002610385418
3815,375.30644035339355
3816,411.68818712234497
3817,377.1015923321247
3818,395.7711729109287
3819,475.7152743637562
3820,340.241138368845
3821,354.00397020578384
3822,489.5977829992771
3823,411.4488335251808
3824,313.5532122850418
3825,423.6558669805527
3826,434.30710205435753
3827,341.0788759589195
3828,382.12801787257195
3829,415.6375214755535
3830,394.57440492510796
3831,355.08106139302254
3832,417.55235025286674
3833,418.50976464152336
3834,442.6844779551029
3835,356.63685977458954
3836,380.2131890952587
3837,482.7762054800987
3838,367.04874125123024
3839,388.35121139883995
3840,441.1286795735359
3841,414.6801070868969
3842,355.6794453859329
3843,429.04132291674614
3844,447.23219630122185
3845,300.9871484339237
3846,333.18020725250244
3847,474.27915278077126
3848,334.4966520369053
3849,376.7425619363785
3850,395.65149611234665
3851,366.3306804597378
3852,348.6185142695904
3853,391.7021617591381
3854,419.46717903018
3855,394.3350513279438
3856,394.69408172369003
3857,439.0941739976406
3858,371.4767827987671
3859,334.9753592312336
3860,416.2359054684639
3861,379.13609790802
3862,337.4885720014572
3863,432.63162687420845
3864,409.17497435212135
3865,321.09285059571266
3866,342.1559671461582
3867,418.7491182386875
3868,366.689710855484
3869,334.13762164115906
3870,415.39816787838936
3871,384.64123064279556
3872,310.68096911907196
3873,407.02079197764397
3874,409.17497435212135
3875,358.7910421490669
3876,378.7770675122738
3877,394.8137585222721
3878,318.2206074297428
3879,311.87773710489273
3880,425.81004935503006
3881,389.1889489889145
3882,279.92403188347816
3883,406.1830543875694
3884,429.40035331249237
3885,329.94893369078636
3886,317.6222234368324
3887,432.8709804713726
3888,365.85197326540947
3889,376.38353154063225
3890,425.33134216070175
3891,420.7836238145828
3892,332.10311606526375
3893,435.6235468387604
3894,423.17715978622437
3895,375.1867635548115
3896,333.2998840510845
3897,400.91727524995804
3898,375.6654707491398
3899,284.4717502295971
3900,356.51718297600746
3901,382.72640186548233
3902,297.3968444764614
3903,433.70871806144714
3904,375.30644035339355
3905,300.9871484339237
3906,385.83799862861633
3907,474.75785997509956
3908,366.8093876540661
3909,344.7888567149639
3910,454.05377382040024
3911,373.9899955689907
3912,339.88210797309875
3913,402.7124272286892
3914,424.25425097346306
3915,314.86965706944466
3916,316.42545545101166
3917,417.55235025286674
3918,330.1882872879505
3919,317.50254663825035
3920,404.1485488116741
3921,383.68381625413895
3922,338.92469358444214
3923,411.5685103237629
3924,382.60672506690025
3925,391.94151535630226
3926,361.0649013221264
3927,396.24988010525703
3928,337.4885720014572
3929,414.799783885479
3930,382.3673714697361
3931,323.4863865673542
3932,366.45035725831985
3933,404.02887201309204
3934,354.243323802948
3935,359.9878101348877
3936,396.3695569038391
3937,335.0950360298157
3938,281.9585374593735
3939,462.31147292256355
3940,383.56413945555687
3941,305.53486678004265
3942,385.9576754271984
3943,472.72335439920425
3944,318.45996102690697
3945,373.0325811803341
3946,440.2909419834614
3947,386.4363826215267
3948,327.91442811489105
3949,420.3049166202545
3950,421.8607150018215
3951,349.575928658247
3952,378.7770675122738
3953,410.9701263308525
3954,322.4092953801155
3955,314.86965706944466
3956,431.07582849264145
3957,351.7301110327244
3958,340.95919916033745
3959,410.25206553936005
3960,369.2029236257076
3961,305.7742203772068
3962,384.4018770456314
3963,451.1815306544304
3964,333.7785912454128
3965,346.58400869369507
3966,449.1470250785351
3967,403.3108112215996
3968,340.48049196600914
3969,428.6822925209999
3970,397.9253552854061
3971,418.7491182386875
3972,355.799122184515
3973,308.2874331474304
3974,396.60891050100327
3975,350.1743126511574
3976,337.9672791957855
3977,404.7469328045845
3978,353.6449398100376
3979,342.8740279376507
3980,373.87031877040863
3981,415.51784467697144
3982,329.1111961007118
3983,351.131727039814
3984,413.4833391010761
3985,365.85197326540947
3986,351.7301110327244
3987,437.89740601181984
3988,347.5414230823517
3989,279.684678286314
3990,389.5479793846607
3991,402.35339683294296
3992,248.20968025922775
3993,329.7095800936222
3994,489.35842940211296
3995,392.42022255063057
3996,298.354258865118
3997,448.9076714813709
3998,393.97602093219757
3999,321.69123458862305
4000,385.0002610385418
4001,407.8585295677185
4002,360.1074869334698
4003,368.00615563988686
4004,395.7711729109287
4005,362.022315710783
4006,363.33876049518585
4007,424.4936045706272
4008,395.2924657166004
4009,276.33372792601585
4010,374.1096723675728
4011,379.01642110943794
4012,317.02383944392204
4013,344.908533513546
4014,357.4745973646641
4015,316.42545545101166
4016,390.86442416906357
4017,382.3673714697361
4018,306.7316347658634
4019,351.0120502412319
4020,428.2035853266716
4021,366.0913268625736
4022,320.13543620705605
4023,415.99655187129974
4024,379.3754515051842
4025,295.242662101984
4026,351.131727039814
4027,402.35339683294296
4028,336.6508344113827
4029,370.8783988058567
4030,403.1911344230175
4031,315.1090106666088
4032,308.2874331474304
4033,456.806340187788
4034,380.2131890952587
4035,320.13543620705605
4036,404.8666096031666
4037,392.53989934921265
4038,328.7521657049656
4039,308.5267867445946
4040,414.0817230939865
4041,350.0546358525753
4042,337.4885720014572
4043,392.6595761477947
4044,333.4195608496666
4045,343.8314423263073
4046,415.6375214755535
4047,421.74103820323944
4048,281.9585374593735
4049,317.8615770339966
4050,423.4165133833885
4051,331.62440887093544
4052,327.43572092056274
4053,374.468702763319
4054,372.4341971874237
4055,333.06053045392036
4056,388.5905649960041
4057,371.11775240302086
4058,342.51499754190445
4059,399.0024464726448
4060,378.6573907136917
4061,289.37849897146225
4062,310.9203227162361
4063,340.48049196600914
4064,431.07582849264145
4065,364.1764980852604
4066,332.46214646101
4067,433.70871806144714
4068,346.58400869369507
4069,286.5062558054924
4070,393.97602093219757
4071,389.6676561832428
4072,302.90197721123695
4073,368.00615563988686
4074,400.43856805562973
4075,344.1904727220535
4076,325.87992253899574
4077,439.5728811919689
4078,373.0325811803341
4079,333.06053045392036
4080,397.0876176953316
4081,378.6573907136917
4082,274.5385759472847
4083,383.9231698513031
4084,421.26233100891113
4085,348.73819106817245
4086,300.38876444101334
4087,396.4892337024212
4088,378.53771391510963
4089,323.72574016451836
4090,360.9452245235443
4091,390.38571697473526
4092,319.65672901272774
4093,368.60453963279724
4094,472.24464720487595
4095,295.12298530340195
4096,331.7440856695175
4097,395.7711729109287
4098,399.24180006980896
