Channel 0 Filtered,Channel 1 Filtered
0.01974853877411363,0.027876615570942016
0.01871120466581381,0.024380609425369633
0.01893927143462747,0.021605754283677035
0.021499861694636118,0.021591583308350815
0.02677180255531851,0.02594351959773531
0.033481145702490764,0.0340202864185994
0.03839810205832121,0.04199231190309635
0.03732520310134053,0.04388427322890161
0.027612822820654373,0.03497904642381422
0.010970252635929493,0.015922073945386975
-0.006287428613558305,-0.006279205368858901
-0.01675844266197201,-0.022182855596484335
-0.01692210316999537,-0.026202816477045865
-0.010039487303590427,-0.02092760366822171
-0.00449084353938191,-0.015899161680154587
-0.007555991043987133,-0.020191759312961372
-0.019107331766642848,-0.03415315185979703
-0.03164898870587062,-0.04879442835014033
-0.03750341472328797,-0.05444486506809392
-0.03575058748351438,-0.04964792123490412
-0.031475910304201785,-0.04073477559811397
-0.029194547839731282,-0.03393310501134475
-0.028945954534045974,-0.030296977408179365
-0.028512803378362164,-0.027914546621120993
-0.02701642504451103,-0.025998351090765436
-0.025541333164608458,-0.025764507705569702
-0.025499758500900457,-0.028681059017985674
-0.02686797273222147,-0.03421952874250877
-0.02775807808157443,-0.0389995755822406
-0.02599089204851771,-0.0388174119620735
-0.021073255500416943,-0.0319244185454466
-0.014401632562284484,-0.020294283797833282
-0.008007805291986124,-0.00829581526175179
-0.0030091282592109893,0.00020275705453866308
0.0016324439341459103,0.0049571704850133545
0.008273199071938584,0.009379450297357874
0.017143558205878956,0.01607735131961397
0.024340121965949934,0.023053457693467998
0.024805837278216617,0.025788647510952237
0.01748284337603727,0.022639209620354574
0.0070083315229288266,0.01706719879588788
0.00014259844928540813,0.01434279133238981
0.0004905128651432718,0.01653488764783881
0.006644798239153311,0.021365759717258556
0.014491742620470269,0.02525684918042537
0.01986099301282819,0.025765051005684197
0.019792821548666552,0.021765106245833415
0.013942517905698365,0.01400329377979904
0.0055601437727349065,0.005898286564759472
8.660079335465152e-05,0.0022988234211811552
0.0020510783479889202,0.00672376021797565
0.011886223557492557,0.018515979655406033
0.024125972154719507,0.031192343369044757
0.030068039563384642,0.03549543380379036
0.025131669585222297,0.02750456647213062
0.013806172295657764,0.013596912566567209
0.0056268518967349645,0.004971587465211298
0.005954058691809164,0.00681893607718662
0.011502809657680656,0.013998485278499498
0.014707520568045154,0.0173135631238183
0.011350902830243646,0.012815078957321077
0.003837728156146913,0.0048510323514594535
-0.0017191669747975433,0.0013420023677937815
-0.0010477288454171813,0.006410764300970243
0.004702967440632509,0.016385468358484333
0.01009634486567475,0.02242135548605574
0.010067230450400342,0.017662232913065554
0.00372209667176443,0.002625043355448931
-0.005551683662660003,-0.015351489738269095
-0.012699651513943946,-0.02717370955991912
-0.014211670330162724,-0.027746296322703378
-0.010269994060480403,-0.019006459209955435
-0.004421718479018874,-0.008175738970070564
-0.0008704833123128465,-0.0024352636550642455
-0.0014811162981895464,-0.004158076112561478
-0.004641248269299506,-0.009990801185657712
-0.006819416090996844,-0.014154394118737848
-0.0058808471258181465,-0.013606121444864915
-0.0032091749634257103,-0.010682107936144943
-0.002251328126546784,-0.010400052979698675
-0.0050027937921898954,-0.015098588536546718
-0.01008386139240423,-0.02188287998954711
-0.013815134234477576,-0.024937137529717504
-0.012969642931863534,-0.020236584986420968
-0.007209695720217275,-0.00885154170514663
0.00044648116863030474,0.003620098001536532
0.005553809140218444,0.010957336730972843
0.005137293072686324,0.010350217395102012
-0.00045781354066104247,0.0037191410231491567
-0.007849685278063769,-0.004040891189581406
-0.012793891067763057,-0.008339336998576226
-0.012660105599627401,-0.007364165077048399
-0.0074953261064414165,-0.0022542357261138447
0.0003198877356231659,0.004181036927668684
0.006873409291569083,0.008574834595709038
0.008111832895660236,0.008068121778139406
0.0021171328119811935,0.0019642083757332686
-0.009084974461581895,-0.0070926539629853624
-0.020063741605956843,-0.014045966575123138
-0.025078674697060654,-0.014525876275819007
-0.02184268463728918,-0.00827616959117433
-0.013111903836241879,-6.144569414647471e-05
-0.0045769438833600734,0.003525449488916708
-0.000644599924475472,-0.0006916240347338608
-0.0014866052865621564,-0.009555126746514798
-0.00340246699756646,-0.015561801366053209
-0.002008730023995723,-0.01242759578393231
0.004006097611359602,-0.00016625126618610762
0.011349536200066297,0.01430999457352867
0.014230394691313953,0.021777317283648026
0.00877693860474648,0.0170922180351432
-0.0033470757102268822,0.002901190298373597
-0.015019696791029965,-0.011803729550526174
-0.018264976338421238,-0.017757768680618423
-0.010511634938010059,-0.012239923354731803
0.0029133997527382846,-0.0010646524388404088
0.01285158305677085,0.006423671379742835
0.01366837495311839,0.005210076051520162
0.007591117287763342,-0.0014064892900312257
0.0024697711884418497,-0.00495458798454986
0.005017469958187259,0.0007670590553147023
0.015410894013271647,0.014462931671909101
0.02765034739603999,0.028610357001571645
0.03452596554691524,0.03527619975598785
0.03246992911700297,0.03121171185791065
0.023077835093472332,0.019132884015980168
0.011314617954759718,0.005415589453493436
0.0021888723409884104,-0.0039491307296337375
-0.0019478040118752937,-0.0066492670776008185
-0.002068793297303268,-0.00471079241816046
-0.001092185681794402,-0.002462851696263553
-0.0013861522148125366,-0.0031225496275032317
-0.0027817864232407294,-0.006136623113700219
-0.002928896443043007,-0.007658684192803342
2.838733316026645e-05,-0.004267591200530337
0.005118560477243212,0.0034530714060580013
0.008979110556748784,0.010928456150895785
0.00861393915374843,0.013130766285135573
0.003958501265956329,0.008593421853937296
-0.0020306104303903574,0.0005750690518059674
-0.005883758138162264,-0.005573870279824172
-0.006235374563849597,-0.006291543109818881
-0.004099034254680691,-0.0015870062293224486
-0.00131867890097848,0.005764360385299992
0.0006320886439792637,0.01194701571838837
0.0006721679119009382,0.013588906266547785
-0.002348306621090557,0.00861274459406659
-0.009414609584985177,-0.003225521939660613
-0.019665464032650543,-0.019143555576775374
-0.028786130612475164,-0.03242916568512237
-0.030738836052396527,-0.03511286326579591
-0.022861458847511094,-0.024238138512114524
-0.00913732456672893,-0.00561945888917088
0.0025844585587207515,0.00998757115891736
0.006712353693761506,0.014950895307744419
0.003438468047794435,0.009521012302314022
-0.0022732518492450133,0.0005161932006625546
-0.00429226067452763,-0.003733561446607847
0.0004305520281218428,0.0007470936281656604
0.009233645676785123,0.010345098788676373
0.015335362162051395,0.016476959527684822
0.012897665835094364,0.012421374956808262
0.0013730684563573196,-0.0014870099824322146
-0.01397759451347932,-0.018097648124124163
-0.025432314187422693,-0.028435687003942646
-0.027694706445633932,-0.027757513334813452
-0.020738890661367068,-0.01801749446888005
-0.008854034683810961,-0.005281663520360736
0.00227611588711969,0.00446827917585224
0.008208322912442143,0.007816154130682654
0.007620334156316504,0.004757113777113171
0.0028600644245024395,-0.0015814865234988283
-0.0015609168420453797,-0.006579271333128238
-0.0016282700513140839,-0.006398818944691513
0.0038173980628929747,-5.055858037804177e-05
0.012045654365777276,0.009382041181102136
0.018006813847090658,0.01609664596951957
0.018183428597375838,0.015781812864135106
0.013339805340281062,0.009032414636211097
0.007612204554459158,0.0007105927996536764
0.005199047079054661,-0.0037640472810107455
0.007361467177438309,-0.002241764049022445
0.011777807176417241,0.0029191345547127053
0.014968603666714129,0.007572661074373717
0.015554639671111465,0.009935333113173135
0.014776042183165132,0.011506486214519577
0.01412944528732631,0.014133273182430368
0.01328378889991367,0.017035201596044845
0.01046120301396918,0.016995815874670746
0.004974675371007903,0.011913938450102277
-0.0004931433811601383,0.004588065378139769
-0.001175966799389208,0.0017792773753424432
0.004918852492493363,0.007813390219167032
0.01337341054169358,0.018810230866426945
0.01500227085954822,0.02351156974262704
0.002074859111273143,0.01080085199668621
-0.02458432059583997,-0.02048863559431445
-0.05296201198580767,-0.05686376870244369
-0.06635629979519983,-0.07737414762827434
-0.056131892089686566,-0.06959201803637717
-0.029273099044734248,-0.039880705831505256
-0.0025819465103757507,-0.007340914114400042
0.010902257059922281,0.012119258020125914
0.010230109048037363,0.015934176796680626
0.0037551004896292646,0.012243648643797825
0.00047388238739674154,0.010489128494388985
0.003509279029931077,0.014157742658441153
0.009489312833952577,0.019725374973080426
0.012744358443681736,0.020927276880506614
0.010205534980283853,0.014298236808226247
0.0031923193875694794,0.001744477973933341
-0.004123740082168664,-0.010732159561775388
-0.0074163747077179605,-0.016470725112227975
-0.004587351338367762,-0.01207089511036212
0.003117921768154297,0.000335764719206233
0.012082842840677694,0.014494268599751364
0.018507693177021826,0.023988664120804574
0.019940777893933094,0.02536207114612219
0.015749583556304375,0.018845454295468772
0.0072208771769323105,0.007479150980385757
-0.0026024504598805825,-0.004350043110422467
-0.00966762100766307,-0.012320703149763107
-0.010506886624055765,-0.01350052464944464
-0.004490039473065158,-0.00788271616830371
0.004916823443365401,0.0008816396130749926
0.011914758612763678,0.007345625747205144
0.012450939561256289,0.008047056985527185
0.0071638529434895366,0.003937739871580604
0.0006057949577461871,-0.0007410203859883052
-0.002649836402982726,-0.0022033340199505056
-0.0018082441403506825,-0.00035562974961389287
-0.00017845533524915865,0.0014130647777787812
-0.0017220688750921283,-0.00031135998006963356
-0.007263291901855401,-0.005792009115976705
-0.013783194271409945,-0.012053142592841164
-0.016891793204211955,-0.015234281887748885
-0.014188029352053388,-0.013204256672945721
-0.0071264125327051816,-0.006931312532463515
-8.204011830973689e-05,9.307904860603754e-05
0.0027724192069874237,0.004072062279566727
0.00042924490098450734,0.003354508155527083
-0.004279236811220889,-0.00034861265871591004
-0.006675809793365417,-0.0028290144887468008
-0.0036233514487235925,-0.00027922316988415784
0.004027638676651398,0.007559877360343952
0.01193652240967645,0.01680398742343946
0.015417298347175156,0.02217028301522333
0.012642414806684005,0.020679220055258844
0.0055121682226145835,0.013331707236546947
-0.0021536653021581144,0.0038164906006135963
-0.007511638353755423,-0.0043451827160762005
-0.010315298993280925,-0.009750811385061817
-0.012024260863227533,-0.01282078701804034
-0.013544148823768991,-0.014224625999157418
-0.013860438323805027,-0.013807594355098039
-0.010771904428971453,-0.01077950163256746
-0.0031887682545312292,-0.004956895333260825
0.006928400436603435,0.001934017525766292
0.015099649952630433,0.00650856455738855
0.017303218278936883,0.005898474806446888
0.012763470642926095,-4.649879927501083e-05
0.004291591097454662,-0.008374693670535106
-0.003534465531683949,-0.014432923934210466
-0.006857411723630953,-0.014275996645757925
-0.004482291551484033,-0.0071700235156751495
0.0016906698032775802,0.003476677959756313
0.00796027774776956,0.011886910967126884
0.010845367973552879,0.013302799487980146
0.008726483994367136,0.006762380743303307
0.0026697114169001064,-0.00428095973279965
-0.003929207678813806,-0.013910721709798256
-0.0070250881270330304,-0.017159791152205534
-0.0041489636684313245,-0.01258633035456745
0.004024768877853067,-0.002630015097759017
0.013708519158180254,0.007883884904583423
0.020054375267783413,0.01428385101178104
0.020230237037652466,0.014591694865793672
0.015149694978707592,0.010456039613319767
0.00847169580109703,0.005785119690417791
0.0037703926345109694,0.004045959056065437
0.0018602369257804316,0.0057349849085086895
0.0003416758779720095,0.00783078041171393
-0.003708892243209366,0.00654463942922981
-0.0101609429821015,0.0014060934782102498
-0.015242391537570718,-0.003625459247376852
-0.014591014770445217,-0.0032544024782273917
-0.0067780522165735175,0.004969224844268678
0.0054706717289700075,0.01862123450083104
0.016632432600671748,0.03146249795984109
0.021035866054407958,0.03658492419973317
0.015073151078066808,0.029448165845524288
-0.001586612943877198,0.00961256685418735
-0.024923814573923554,-0.018091435752457346
-0.04631075790501194,-0.043622232695440036
-0.05580335223046416,-0.05586578598316873
-0.04869820836017286,-0.050103360300734374
-0.029681207999341958,-0.032062237102274765
-0.009661183887995462,-0.013429760776604868
0.00221269640683526,-0.0027275307567314632
0.004131667032573426,-0.0001938311560489066
0.0009809993059400925,-8.213780155104683e-05
-0.0005142700627471086,0.0033522102821520443
0.0031676710151485156,0.01119094785869135
0.010288702003944489,0.01928873272727061
0.015952969917843424,0.021871596267688434
0.01629573392084802,0.01616707283324905
0.011210642415346844,0.004269834793358669
0.004152179475951248,-0.008348193661001965
-0.0003146950549951055,-0.01600381578045167
0.00022508188350138243,-0.01606311584790032
0.004447494572383737,-0.010210245736620818
0.00906511121908355,-0.002358140012698202
0.011987911572613304,0.004617165764713198
0.013472248316684537,0.009998210961371847
0.014746096541523217,0.0140206431763511
0.01604353748252598,0.01627935490411331
0.015820108787300828,0.015163121289804609
0.011962998668427127,0.009052952792044005
0.004246534026074994,-0.0012826350137460454
-0.004296999315027305,-0.011487350484356626
-0.008747717684891649,-0.015450779569034453
-0.005758074144679797,-0.00943449864201641
0.0031986231953964736,0.004170287708873227
0.011679203743566355,0.016823740523319315
0.012569199380374109,0.019161818401098988
0.003906983337253263,0.008248173386885726
-0.00913138843533463,-0.009649703180942356
-0.018090801416041143,-0.02339157119788002
-0.017597394212342438,-0.024808853255462393
-0.00907379938772933,-0.014056955508500186
0.0010279590217465312,0.0013793031835149085
0.0068104096463014125,0.012884622337727233
0.007228400636915587,0.016561423784866983
0.005521242931224483,0.014187980706519731
0.005270888113161633,0.010054289028453022
0.0071283715601100795,0.007322736548136661
0.008618498814530081,0.006351383535511361
0.006772250414025862,0.005546130672238352
0.0012437286152338584,0.0036204875194477586
-0.005054768037316721,0.0009083643573939897
-0.0084421943324769,-0.0013584848663630161
-0.00756109222003645,-0.0024870968956367335
-0.004322362001745518,-0.002930789789917034
-0.0021956300075022233,-0.0037787197619987096
-0.0034073885304292026,-0.0056429391017111235
-0.00734750610105254,-0.007923682412961264
-0.011274635318973252,-0.009069682697744202
-0.012271894130333975,-0.007397297004551864
-0.009020306569742778,-0.002169549807252437
-0.00283538898734414,0.005077096160187552
0.0027697579197448513,0.010405382004639106
0.0044377941444041814,0.00998483716299968
0.0015120918380863205,0.0033681309837843396
-0.003610324521643096,-0.005840457879115602
-0.007367215627566079,-0.01248000653087913
-0.007429855286655291,-0.013337592951936365
-0.004126724157933543,-0.009265174582435396
-7.05365233655489e-05,-0.004350279992332363
0.0017592744957324196,-0.002656359094260872
5.8493165006343316e-05,-0.005211947774308621
-0.0037738093284162993,-0.009281349111265966
-0.006173253200944513,-0.010113767212939575
-0.004069768338538782,-0.0047484676115793776
0.001634121997017947,0.004266214139290393
0.005602062419029183,0.009408482737133537
0.0024818738523822606,0.00423147885493566
-0.007193102758375219,-0.009709523207821437
-0.01520549718685858,-0.02138968351909993
-0.010973600125092796,-0.017199640252264402
0.008576759167531117,0.007097962107684035
0.0330990119715152,0.039231757539966015
0.0447855153150644,0.057427253489031674
0.03313690833603679,0.048062593426078375
0.004551001494889631,0.017355697955648695
-0.023308451435392712,-0.014971717145913105
-0.03611243243707532,-0.03257981568502942
-0.03159747716507138,-0.03231960103671075
-0.016808564041108337,-0.020775000851036167
-0.0005746260524815776,-0.0060351436950085244
0.01145672728772117,0.006903632443731654
0.017523042814609605,0.01602591231848615
0.017819591443888567,0.020064425163407715
0.013083648854380537,0.0177751251106147
0.00522044018040162,0.009831676483244222
-0.0027047629777568077,-0.0005992446648477616
-0.008707160100738406,-0.010664643461944312
-0.012989972671256006,-0.019603687236926882
-0.015905979396952104,-0.026748104023330176
-0.01573027813872324,-0.029152026029026605
-0.008974835352705594,-0.022067449176955654
0.006570177897916815,-0.002636340453691994
0.027489954532203653,0.024681713487464414
0.04374203340619179,0.04672729856645862
0.045157759993824785,0.04980148003863265
0.03062429825457915,0.03159947564029414
0.009532988654117558,0.0037361202894152035
-0.006646946307212397,-0.01841885649772642
-0.013356911332444555,-0.027477581639772614
-0.01377922788169723,-0.026236610811078406
-0.013010748145443217,-0.021308621743003804
-0.01306284611695437,-0.016761967258759097
-0.012670233597024797,-0.012891191109219019
-0.010149450904143775,-0.008751771907037152
-0.005844818945923272,-0.004747275787051948
-0.002080148849568369,-0.002684692406296433
-0.0008990034950456372,-0.003455264000024998
-0.0019711047081950473,-0.005198813016251271
-0.002813242340153939,-0.004405625504775595
-0.0010788653475078964,0.0008738200947440504
0.0031180103103231487,0.008710664250254628
0.0068611504994442185,0.014163244625891351
0.006620795035236594,0.013037377367216222
0.0011514713147457675,0.005361952294345291
-0.007599485091040114,-0.004752077526114442
-0.01596239128054544,-0.012392375781695995
-0.02044011020318813,-0.014694038753990463
-0.01885506557541055,-0.011286493767992414
-0.011162186874514805,-0.0034387977245605053
4.7194823088079e-05,0.006595365759190599
0.010197159225238641,0.01586198471276764
0.014882034760179682,0.021321228282604666
0.012528832717670729,0.021259701337449352
0.005560904052655764,0.01660737981780229
-0.0013035936922535228,0.010483485905046191
-0.004453990325900313,0.005953141692976614
-0.0035897919654653753,0.004061336833530891
-0.0011413937699140846,0.00373695522056515
7.080164719087377e-05,0.0031582713309884205
-0.0011970834028902165,0.0011769447250673376
-0.0043323263780100174,-0.002162483451687637
-0.007870167464217454,-0.005888605724480841
-0.010447994764713614,-0.00852533819716224
-0.011206628765811254,-0.00872763665087149
-0.010123912656425706,-0.006409623056597322
-0.008185916154998031,-0.003349623498351038
-0.006672152127752408,-0.0019465324346768364
-0.005825977019555822,-0.0028857741536302967
-0.004248628874884863,-0.004022873811655078
0.0001505418704360767,-0.001749687128729836
0.008121023411925235,0.005934623303851831
0.01747481649270664,0.016892017928972648
0.023600075709241684,0.02526388190952568
0.022281626519125963,0.025174419996728162
0.012862885759938906,0.015017746952806079
-0.0007224312912024089,-0.001070433205803492
-0.011947682102945044,-0.015648220442523203
-0.015517545199932436,-0.022505815686525127
-0.010472380273692607,-0.020106254229463303
-0.0003886719405555131,-0.011690784145612065
0.009280833346284977,-0.0025463365309747413
0.014507166366877794,0.003069363325719298
0.014363660107716742,0.0033850855053130114
0.01052947728628727,-0.0011277566010933966
0.005686934128637133,-0.008607098951495895
0.0022135345653568226,-0.01636695324325737
0.0015979644767845096,-0.02138193254293292
0.004055861171357389,-0.02143028249537123
0.008231021917898134,-0.016541576213997117
0.011702281841178531,-0.009252934406714817
0.012457635120299154,-0.0031142698647857806
0.010245875761871647,-0.0006722068899918793
0.00669467141051489,-0.002366037018964706
0.00413205958363344,-0.00673428751353168
0.003908634534202186,-0.011508440067946463
0.005345346165507875,-0.014740835081558396
0.00608294679437154,-0.015284999572007114
0.003608948105974958,-0.012795401272750882
-0.002990447328645191,-0.007699991944341437
-0.01202348208849816,-0.0009998844510392384
-0.019713030857640396,0.006261456926305887
-0.022381259742820667,0.013340702825624
-0.01901763152793748,0.019554522218636072
-0.012157397442018079,0.02393936865706935
-0.006146238062101829,0.02554771250726021
-0.004021452187983604,0.02436853857885874
-0.005482719096074296,0.021877484689073457
-0.007636072919679746,0.020194625316702408
-0.007797270803247797,0.02026683364989034
-0.005789157150950663,0.020874339652877587
-0.003749291072272558,0.019683737011722303
-0.0037916100150341223,0.015589786554766864
-0.005775547101754299,0.010198638831565403
-0.007380934274871406,0.006729773161300785
-0.006430916805208473,0.007005484804581638
-0.0029669007995184933,0.00956205630600397
0.0010129939495186805,0.01097010421731321
0.0034673401212683887,0.008876328407411817
0.0037848053251726852,0.003751435648601617
0.0027599083344643496,-0.0018652563361058166
0.0013794680139508192,-0.005727254836788857
-0.00040084646152752676,-0.007907361281332362
-0.0034480610003628656,-0.010510134331010824
-0.007817451309736618,-0.015120410703152617
-0.011663442136530883,-0.0206920345778452
-0.01215541899518922,-0.024132269898194305
-0.007584043598315741,-0.022871917141763613
0.001114292982789757,-0.01708110547323383
0.010569495520405935,-0.009767128769075924
0.01694801845860871,-0.004645709287446981
0.018286118768770634,-0.0036170253744413523
0.01538583862834548,-0.00596762619821829
0.0109097016443101,-0.009406413184429509
0.007655016560634303,-0.011587818316168084
0.007080440740625289,-0.011202114252109485
0.008946750328758777,-0.008236300752842486
0.012175719748120232,-0.0034729118952891228
0.015719188531626228,0.0019086097937959711
0.018501372829725776,0.006238990243408972
0.01914797299021804,0.0075986161627714386
0.016411625292585868,0.004748346059818912
0.010104518396615435,-0.0019253447688436197
0.001816441491164408,-0.010016301467064748
-0.005523079906159522,-0.015893917782430482
-0.009632535680343564,-0.017052370583219033
-0.010730960157469691,-0.014180004251866428
-0.011009374826614531,-0.010414151040527873
-0.01225607050145924,-0.008418959502248318
-0.01419467931606198,-0.008253497570448373
-0.014845395319539994,-0.0076095213389045825
-0.012353798384119371,-0.00395040047465804
-0.0067486140655816035,0.003181947999221825
-4.1876739963077076e-05,0.01179981498782229
0.0050971469248084,0.019027929963538946
0.006374922597284302,0.022442459011383566
0.002483180499887776,0.020688898367565236
-0.005699919577818,0.014527934365587289
-0.014389748135462788,0.007499613761245193
-0.018504681000446808,0.004468376278859502
-0.014916607963034017,0.008577797270473744
-0.005128849179938029,0.018382510525284872
0.004415809110296473,0.026971884352931172
0.005633209052058502,0.025269084249015663
-0.0052993103292704345,0.00906976718510553
-0.02353991433904139,-0.015325738535456124
-0.03653337767442125,-0.03231106829507067
-0.031112404422430857,-0.02611240627747034
-0.003859825515724854,0.006390665979623793
0.032897866667864345,0.049044876814450696
0.057512705324327416,0.07530382389220691
0.0552648013159053,0.06832418822128458
0.029795572551886095,0.03402330514667344
-0.0011697978528594543,-0.005353198074282771
-0.02024148099296002,-0.029247352295920688
-0.021085096311673393,-0.03123870282536259
-0.009103072098511834,-0.018832000577069612
0.00462633642884573,-0.005445204259925156
0.010899836540854038,-0.0014366399012376325
0.00738394763201375,-0.008849985870879203
-0.001525976755448737,-0.02220901476570315
-0.008953494524855988,-0.03344240902517677
-0.010299047070012297,-0.03683771235444606
-0.005945408886904675,-0.03195136347715585
-0.0005434191019856792,-0.023429790180650178
