EXG Channel 0,EXG Channel 1,Timestamp,Timestamp (Formatted)
 -568.70414686203, 721.4117418527603, 1.7380995097804952E9, 2025-01-28 13:25:09.780
 -676.6526191830635, 613.702623128891, 1.7380995097805643E9, 2025-01-28 13:25:09.780
 -811.6480479836464, 480.14331591129303, 1.738099509781164E9, 2025-01-28 13:25:09.781
 -625.6703029870987, 669.9507184624672, 1.7380995097812388E9, 2025-01-28 13:25:09.781
 -569.4222076535225, 720.4543274641037, 1.7380995097816217E9, 2025-01-28 13:25:09.781
 -779.3353123664856, 514.3708803057671, 1.73809950978167E9, 2025-01-28 13:25:09.781
 -708.7260012030602, 594.0756281614304, 1.738099509782673E9, 2025-01-28 13:25:09.782
 -576.1241083741188, 721.1723882555962, 1.738099509782752E9, 2025-01-28 13:25:09.782
 -736.0123112797737, 559.369356572628, 1.7380995098090582E9, 2025-01-28 13:25:09.809
 -761.383792579174, 527.0566209554672, 1.7380995098091097E9, 2025-01-28 13:25:09.809
 -588.3311418294907, 709.9227691888809, 1.7380995098093638E9, 2025-01-28 13:25:09.809
 -678.3280943632126, 623.5161206126213, 1.7380995098093927E9, 2025-01-28 13:25:09.809
 -805.4248544573784, 495.4619461297989, 1.7380995098104267E9, 2025-01-28 13:25:09.810
 -636.6805684566498, 658.2223922014236, 1.7380995098105323E9, 2025-01-28 13:25:09.810
 -570.6189756393433, 718.7788522839546, 1.7380995098392332E9, 2025-01-28 13:25:09.839
 -798.7229537367821, 501.2064324617386, 1.7380995098392904E9, 2025-01-28 13:25:09.839
 -720.6936810612679, 578.7569979429245, 1.738099509839618E9, 2025-01-28 13:25:09.839
 -585.4588986635208, 709.2047083973885, 1.7380995098396533E9, 2025-01-28 13:25:09.839
 -738.1664936542511, 563.6777213215828, 1.7380995098402998E9, 2025-01-28 13:25:09.840
 -775.9843620061874, 524.6630849838257, 1.7380995098403308E9, 2025-01-28 13:25:09.840
 -578.5176443457603, 719.7362666726112, 1.7380995098992414E9, 2025-01-28 13:25:09.899
 -657.0256242156029, 641.4676403999329, 1.7380995098993065E9, 2025-01-28 13:25:09.899
 -797.5261857509613, 511.25928354263306, 1.7380995098997762E9, 2025-01-28 13:25:09.899
 -637.3986292481422, 676.1739119887352, 1.7380995098998356E9, 2025-01-28 13:25:09.899
 -587.373727440834, 717.5820842981339, 1.738099509900351E9, 2025-01-28 13:25:09.900
 -796.3294177651405, 505.99350440502167, 1.7380995099004064E9, 2025-01-28 13:25:09.900
 -713.0343659520149, 590.9640313982964, 1.7380995099009497E9, 2025-01-28 13:25:09.900
 -575.8847547769547, 732.6613609194756, 1.7380995099010031E9, 2025-01-28 13:25:09.901
 -730.0284713506699, 577.0815227627754, 1.738099509902006E9, 2025-01-28 13:25:09.902
